,username,tweet,retweet,favorites
952,cinggaro®,b'lama-lama KOMNAS HAM\nakan memanggil parpol\nkarena ada orang\nyang melapor\ntak diusung\njadi capres\ndi 2024\n\n\xf0\x9f\x98\x85\n\n#Kelakuan',0,2
953,Malikasasana,b'RT @KaizanSyawal: Megawati panutan bersama khussnya bg perempuan2 yg ingn berjuang lwt jalur parpol.\n#thebravelady\n#thebravelady\n#thebravel\xe2\x80\xa6',4,0
954,Malikasasana,"b""RT @KaizanSyawal: Sebgai perempuan yg jd ketum parpol, ibu megawati ini sungguh sangat 'unik' dan 'langka'. Perlu ada generasi yg perlu mel\xe2\x80\xa6""",6,0
955,Desa Pelangi Sentul,b'RT @KaizanSyawal: Megawati panutan bersama khussnya bg perempuan2 yg ingn berjuang lwt jalur parpol.\n#thebravelady\n#thebravelady\n#thebravel\xe2\x80\xa6',4,0
956,La Nyalla Konco,"b'@CakNur971 @walian76 @HumaerohEneng @vandinnie @Dayat42097065 @Lisaamartatara4 @Alia66113497 @SETYAKI22965702 @BungkusTukang @Alit1_Kawulo Maaf anda belum mengerti dari tujuan ini berarti , mungkin salah info bapak \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n\nSila baca https://t.co/KyJ3Aib6g2'",1,3
957,Desa Pelangi Sentul,"b""RT @KaizanSyawal: Sebgai perempuan yg jd ketum parpol, ibu megawati ini sungguh sangat 'unik' dan 'langka'. Perlu ada generasi yg perlu mel\xe2\x80\xa6""",6,0
958,Levina Stephani,"b""RT @KaizanSyawal: Sebgai perempuan yg jd ketum parpol, ibu megawati ini sungguh sangat 'unik' dan 'langka'. Perlu ada generasi yg perlu mel\xe2\x80\xa6""",6,0
959,Kaizan Syawal,"b""Sebgai perempuan yg jd ketum parpol, ibu megawati ini sungguh sangat 'unik' dan 'langka'. Perlu ada generasi yg perlu melanjutkan perjuangan beliau.\n#thebravelady\n#thebravelady\n#thebravelady""",6,8
960,The Freelancer's,b'RT @TheArieAir: Yg kelen tahu hanya soal\n1. Elektabilitas\n2. Dukungan dan koalisi parpol\n\nYg invisible hand yakni oligarki ini justru yg pe\xe2\x80\xa6',5,0
961,Levina Stephani,b'RT @KaizanSyawal: Megawati panutan bersama khussnya bg perempuan2 yg ingn berjuang lwt jalur parpol.\n#thebravelady\n#thebravelady\n#thebravel\xe2\x80\xa6',4,0
962,Kaizan Syawal,b'Megawati panutan bersama khussnya bg perempuan2 yg ingn berjuang lwt jalur parpol.\n#thebravelady\n#thebravelady\n#thebravelady',4,5
963,@S1B4d,b'RT @1ms1C: Walau sama\xc2\xb2 Ketum Parpol. Tapi @airlangga_hrt BEDA dgn wowo. \nBeda dalam Integritas dan Kapabilitas. \nPandemi menguji...Airlangg\xe2\x80\xa6',4,0
964,@1ms1_c4,b'Walau sama\xc2\xb2 Ketum Parpol. Tapi @airlangga_hrt BEDA dgn wowo. \nBeda dalam Integritas dan Kapabilitas. \nPandemi menguji...Airlangga kerja fokus pulihkan ekonomi. Wowo sibuk dudukkan kader di Kemenhan dan BUMN\xf0\x9f\xa4\xaa \n\n#AirlanggaPilihanCapresGolkar \n#Airlangga2024\nhttps://t.co/qWj5L1E7U6',4,9
965,Landlord,b'@SaveMoslem1 @KurniaChen Pertanyaannya sejauh ini peranan mereka menghentikan kezaliman penguasa gimana   di dpr dan parpol oposis...\n\nJgn menjadikan rakyat sbg tameng melawan regim yg bukan tugas mereka .dan kebanyakan rakyat akan dg mudah dilibas',0,0
966,Pradana Santa,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
967,juraganfrezerjenazah,"b'RT @dapitnih: Ketika terbuka kebebasan mendirikan Parpol, setiap kelompok yg punya idealis yang sama, cita2 yang sama, tujuan yang sama. Me\xe2\x80\xa6'",6,0
968,Rahadi Bayu,b'Media yang disuruh parpol. https://t.co/8iYiwOT24c',0,0
969,Ide2nesia,"b'@Sitikodariyah6 @lukmaninside13 @Supriya72540457 @erickthohir @DonAdam68 Mau pemerintah Indonesia menjadi baik ?\n\nMari kita suarakan ""Pembenahan Parpol"", karena ""Pembenahan Parpol"" adalah satu2nya jalan untuk perbaiki pemerintah &amp; bawa kesejahteraan bagi rakyat Indonesia\n\nSilahkan baca artikel ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\nhttps://t.co/kSoDnmcGAa'",0,0
970,Renanda Bachtar,b'Antara Geger TWK KPK dan Agenda Politik Parpol untuk 2024 https://t.co/6Nd1gb0XQn',0,0
971,Awalanur,"b'@VIVAcoid Seorang pejabat berasal dr kader parpol, ketika berucap maka efek ucapannya berimbas kpd statusnya sebagai seorang pejabat &amp; kpd citra parpolnya. Jika selama ini msh selaras antara ucapan dgn prilaku pejabat maupun kader2 parpol, maka imbas itu akn positif.'",0,0
972,Edwin J Tandjung🌠,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
973,Akbar 🍋💙🖤,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
974,"Aditisme, mampir bio!","b'@langfess Semacam influencer tapi untuk kepentingan seseorang gitu. Misal kampanye parpol, biasanya lebih ke konotasi negatif.'",0,0
975,Mas Syam,b'Kemungkinan aman. Karena aparat dan parpol sdh dikuasai oligarki. Pasti nurut arahan.\nKecuali rakyat mencari jalannya sendiri. https://t.co/njQCMjmIgD',0,0
976,ni,"b'Gak tertarik sama Parpol sama sekali, eh dikasih tugas ngisi kuisioner ini. \xf0\x9f\xa4\xa6 https://t.co/AxBUl0I3M7'",0,0
977,dad ri,"b'@republikaonline UU Pilpres pemenang harus 50  + 1, efisiensi Anggaran lebih baik calon 2 saja\nParpol jangan blon'",0,0
978,Lompong Sagu,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
979,BE1 Lampung,"b'Benarkan Video Mesum Dilakukan Okum Dewan, BK DPRD Pesawaran Serahkan Sanksi pada Parpol\xc2\xa0Pengusung https://t.co/kgDXldB4dT'",0,0
980,apak.apak2,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
981,Aris Raffasya,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
982,Jejak awan pesawat ***♡ ⛅,b'RT @TheArieAir: Yg kelen tahu hanya soal\n1. Elektabilitas\n2. Dukungan dan koalisi parpol\n\nYg invisible hand yakni oligarki ini justru yg pe\xe2\x80\xa6',5,0
983,Sarji Setiawan,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
984,fiyona,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
985,Muhri Zayyin,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
986,Arie Dirgantara,"b'Yg kelen tahu hanya soal\n1. Elektabilitas\n2. Dukungan dan koalisi parpol\n\nYg invisible hand yakni oligarki ini justru yg penting, krn bisa beli media, lembaga survei, pengamat bahkan parpol serts atur koalisi dan nama capres \xf0\x9f\x98\x86\xf0\x9f\x98\x85\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",5,17
987,Farid Rizayana,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
988,𝓩𝓪𝓲𝓷 𝓐𝓱𝓶𝓪𝓭,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
989,Rhendy,b'@newsplatter Konsernya nanti pake kaos parpol dong ya om...? \xf0\x9f\xa4\xa3',0,0
990,Optimis,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
991,ali de troy,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
992,Arie Dirgantara,b'@stegi_stego Tunggu koalisi parpol deklarasi nama capres/cawapres',0,3
993,KPU Jateng #LindungiHakPilihmu,b'RT @KPUBanyumas: \xf0\x9f\x91\x89 Yuk kenal lebih dekat Partai Solidaritas Indonesia (PSI) Kab Banyumas dlm NGODEMAS edisi Bincang Parpol di Channel YouTu\xe2\x80\xa6',2,0
994,irsad sajali,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
995,omadefa,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
996,Tiomanur Sautma Ria,"b'DPR bkn penentu direpublik ini cuma kumpulan parpol"" yg sdh bau busuk itu yg di pilpres 2019 bergotong royong utk merampok negara..\xe2\x98\x9d https://t.co/DpPftmBZud'",0,0
997,Sammy Frangky,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
998,ℜ𝔢𝑧𝔞 𝙼𝚊𝚞𝚕𝚊𝚗𝚊 𝐴𝑧𝑖𝑧,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
999,joAg,"b'@tempodotco FYI ALL, ini puncak gunung es..\nHampir pd semua kementerian terjadi Pola ""koordinasi"" seperti ini.. bbrp non PNS masuk ring 1 kementerian (bisa jd titipan parpol nya, kerabatnya dll) untuk mengamankan situasi &amp; posisi serta ""Bussines"" \n\n\xf0\x9f\x98\xb7\xf0\x9f\x99\x88'",0,0
1000,Tiomanur Sautma Ria,"b'Emang Jokowi dan Amin Ma\'rup msh punya nama baik direpublik ini setelah di pilpres 2019 bergotong royong dgn parpol"" utk merampok negara .\xe2\x98\x9d https://t.co/PEjqYqYxUD'",0,0
1001,Trenggono,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1002,ibas,b'Udah kebayang gak kalo army bts bikin parpol? \xf0\x9f\xa4\xa3\nBissmillah yg jadi ketua army auto presiden',0,0
1003,Tanu Tamara,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1004,Andespen,"b'Top News Koran Rakyat Merdeka\n\nDitanya \xe2\x80\x9cSiapa pun Capresnya, Puan Cawapresnya\xe2\x80\x9d\nGanjar Jawab Dengan Guyon\n\n#GanjarPranowo #PDIPerjuangan #Pilpres2024 #Megawati #PuanMaharani\n#RakyatMerdeka #RMid\n\nhttps://t.co/kTblAfphmQ'",0,0
1005,I F A N,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1006,Meiza Ningsih,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1007,MS.D,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1008,Mas Anto,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1009,i stand with palestine 💚,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1010,LIFE is TEST,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1011,Fajar,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1012,إمام مجهد إسلام‎,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1013,Muhammad Ajid,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1014,Bismillah Komisaris,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1015,ImamWah,"b'@FaroukSyahbana @mohmahfudmd Contohnya kata p mahfud, presiden mau terbitkan Perpu KPK, sudah sepakat sama forum rektor dan tokoh2 nasional..,tapi kemudian tidak jadi karena ada tekanan2 dari elit2 parpol dan para cukong disekitarnya..\nItu pernyataan pak mafud'",0,0
1016,orangbiasa,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1017,Perlu Belajar,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1018,laris bungas,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1019,No one,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1020,Ivananur,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1021,Minke,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1022,roman dono,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1023,RIN,"b'Dikira fens bts nih parpol apa yak, apa2 suruh nanganin.\xf0\x9f\x98\xad https://t.co/n8XH0qWKee'",0,0
1024,SL@$h,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1025,Dr. Rizal Ramli,"b'RT @yosnggarang: Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh ber\xe2\x80\xa6'",54,0
1026,Agus Dwisakti,b'wacana 3 periode makin memudar. Ketum2 Parpol mulai berani tujukkan ambisi. https://t.co/DQp1ObSFvW',0,0
1027,yosnggarang,"b'Berat banget tugas Presiden setelah periode rezim ini. Makin berat,krn byk mewarisi masalah;sosial,politik,ekonomi.Lbh beratnya  krn sbgian intelektual tdk melihat sdg ad masalah,mereka diam &amp; menjadi bagian dri masalah. Parpol? Jgn terlalu berharap.Semua dikendalikn  oligarki.'",54,278
1028,Andespen,b'Top News Koran Rakyat Merdeka\n\nGelar Konvesi Calon Presiden\nPartai NasDem Pede Bakal Bisa Tampilkan Tiga Paslon\n\n#nasdem #Pilpres2024 #calonpresiden #konvensinasdem #RakyatMerdeka #RMid\n\nhttps://t.co/IqBnQRwOK5',0,0
1029,SOIA,b'Bubarkan Partai Politik Kembalikan Kesatuan Umat dan Bangsa Negara. Politik Partai Kalian itu Politik Menjilat Kekuasaan! Saling Makan Satu Sama Lain Demi Uang dan Daerah Kekuasaan #PartaiPolitik #Parpol #Indonesia',0,1
1030,Andespen,"b'Top News Koran Rakyat Merdeka\n\nBicara Pilpres 2024, Masih Nunggu Klik Saat Ditanya Pasangan Yang Pas\nAHY: Rakyat Nggak Mau Lu Lagi Lu Lagi\n\n#Demokrat #AHY #Pilpres2024 #capres2024 #RakyatMerdeka #RMid\n\nhttps://t.co/YOqDVtmjQx'",0,0
1031,kecialkuning,b'@JamalBoegis @bangZhack86 Cukup jadi ketum parpol?',0,1
1032,apt. Marzuki Basri,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
1033,Ahrae⊰⊹ฺ♪,"b'Pagi\xc2\xb2 ngakak banget, politis ngasih giveaway embel\xc2\xb2 BTS dong. Mana ini politisi parpol golkar, siapa tau army minat wekekekek https://t.co/gGXsSk6PIT'",11,90
1034,KPU Kab Banyumas,"b'\xf0\x9f\x91\x89 Yuk kenal lebih dekat Partai Solidaritas Indonesia (PSI) Kab Banyumas dlm NGODEMAS edisi Bincang Parpol di Channel YouTube KPU Banyumas, Kamis 10 Juni 2021 pukul 15.00 WIB\nhttps://t.co/WngOyYypkx\n\n@KPU_ID \n@KPU_Jateng \n\n#KPUBanyumas\n#NgoDeMas\n#BincangParpol\n#SedulurKPUBanyumas'",2,8
1035,txtfrom,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1036,ilham handika,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1037,Didin Asyari Muhtadin Asyari Muhtadin,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
1038,🄻 🄴 🄾,"b'Bikin parpol gmn yah? \nPartai Army BTS Bersatu\n\nPemuda-pemudi antusias, Militan, Pantang menyarah, Rolay &amp; Loyal, Tinggi rasa kemanusiaan, Kuat rasa keyakinan.\n\nMantap vrooh hahahah'",0,0
1039,Elmira,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
1040,nuridahay4t1,"b'RT @dapitnih: Ketika terbuka kebebasan mendirikan Parpol, setiap kelompok yg punya idealis yang sama, cita2 yang sama, tujuan yang sama. Me\xe2\x80\xa6'",6,0
1041,Susilo Larasati,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1042,Fighter 戦士,b'RT @manager_54m: Kok nyosornya  soal nyawer ke pedangdut???.. yg nyawer ke parpol nya aja atuh masbro jaksa @KPK_RI yg di telusuri... https\xe2\x80\xa6',2,0
1043,moch neil aksara,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1044,Klening servis™,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
1045,jarir ahmad,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1046,my name is sam,b'Kok nyosornya  soal nyawer ke pedangdut???.. yg nyawer ke parpol nya aja atuh masbro jaksa @KPK_RI yg di telusuri... https://t.co/VlvyIX2qGR',2,6
1047,Sartono Hutomo,b'RT @Demokrat_TV: Arus Survei Indonesia: AHY Peringkat 2 Figur Pimpinan Parpol yang Layak Menjadi Capres\n\n#SurveiCapres\n#AHY https://t.co/md\xe2\x80\xa6',12,0
1048,Sampurasun,b'Kita jgn terjebak dan menjebakkan diri terhdp soal periodesasi jbtan kepemimpinan nas LBH dari 2 periode. @jokowi  @mohmahfudmd #Parpol https://t.co/yXbmslv3gR',0,0
1049,Done,"b'@ridwankamil Pertahankan tanpa harus masuk parpol politik pak, Politic is shit'",0,0
1050,inii anak kecil,"b'Gapernah nonton tv karna filmnya gaada yg menarik, sekali nonton loh kok iklan parpol muncul lagi.\nLucu banget loh anak jaman sekarang dikasih lagu parpol bukan lagu Indonesia raya, ibu kita Kartini, maju tak gentar, dsb.\n\n#Iklanparpol'",0,0
1051,hendrina-chan❤🍻,"b'@FerdinandHaean3 Parpol sekelas PDIP kok doyan ikutan main isu seputar si togog itu, main isu yg berkelas dikit napa. Org kyk dia apanya yg menarik utk dijual kecuali nilai kerusakan. Coba politisi PDIP jgn asal cuap, kader dlm partai Anda byk yg bagus2, jgn ikutan partai lain yg opportunitis.'",0,0
1052,Landlord,b'@SaveMoslem1 @KurniaChen Harusnya diajarkan bahwa kewajiban kritik tdk wajib bagi seluruh umat..nabi mwngingatkan bahwa dibolehkan nahi munkar dlm hati..yg wajib adalah yg punya power spt pimpina parpol dan dpr..',0,1
1053,Landlord,b'@hasmibakhtiar @KurniaChen Kepala kepala parpol islam diindonesia gak ditanya om...kan mrk bagiam dari elite politik juga',0,0
1054,ᴀᴍꜰɪʟᴏɢɪᴀ,b'@mohmahfudmd sekelas akun parpol official bisa salah juga ya soal sejarah kelembagaan negara\xf0\x9f\x98\x85',0,0
1055,Rani Oktaviani,"b""Taukah Anda knp Pa De jokowi memutuskan KH Ma'ruf Amin jd Pendamping'y..? Utk mnghindari Perpecahan Koalisi Parpol maka di putuskan KH Ma'ruf Amin.. Jika Pak mohmahfudmd ada bbrp Parpol Koalisi yg tdk sependapat.. Inilah Demokrasi yg baik..mari kita lanjutkan #Jokowi2Periode""",0,0
1056,Lane Jae,"b'@Bengkeltanah2 Ha ha ha ha ha...\nYa jugak ya...\n\n3 tahun lagi menjelang 2024.....\nBaru bisa nge-cawapres.....\nNge- lho......\nCawapres pulak baru.....\n\n2029 kalau mungkin (ada parpol yg usung) baru bisa Nge-Capres...\nJuga masih Nge- lho....\n\nJadi benar tuh...\nMasih lamaaaa,\n@BennyHarmanID\n\n\xf0\x9f\xa4\xaa'",0,1
1057,Hudi Sambodo,b'RT @baharirwan2: suara kritik hanya terdengar dari PKS dan Demokrat. PKS sempat mengkritik salah satu pertanyaan dalam tes wawasan kebangsa\xe2\x80\xa6',1,0
1058,Bentir1,b'RT @tara_mbahne: @NinjaCir3ng Saya mendukung TEGAR krn suatu figur Ganjar Pranowo\nMenurut hati nurani layak memimpin negeri ini\n\nSaya bukan\xe2\x80\xa6',2,0
1059,J. Kusuma,"b'@febridiansyah Negara ini gak ada aturan, semau penguasa. Rakyat hanya dipertontonkan drama-drama parpol dan lingkaran penguasa. Satu persatu benteng pertahanan rakyat diberangus. Rakyat diperas keringatnya habis-habisan. Mereka sibuk memperkaya diri, bejat.'",0,0
1060,Eyang Kakung,b'@Dennysiregar7 Sudah pada kehabisan kader terbaiknya ini parpol-parpol?\nGawat dong !!!',0,0
1061,Anwar,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1062,Prince_B713,"b'Ini parpol peggecut soal argumen \n\nBerlindung di balik istilahh belom pulih dan nasi\n\nPadahal beras, sayur mayur, es kopi mau di kenakan ppn12\xf0\x9f\x98\xa1 https://t.co/EYJkYfD8B7'",0,0
1063,Abdillah Asfari,"b'@Nury_zhafira Itu Army di Indonesia kalau ikut politik praktis bikin parpol, 2x pemilu kayaknya udah dapet itu presidential threshold.'",0,0
1064,Wyanda Rabbani 🇮🇩🇵🇸,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1065,@MataArianto,"b'RT @dapitnih: Ketika terbuka kebebasan mendirikan Parpol, setiap kelompok yg punya idealis yang sama, cita2 yang sama, tujuan yang sama. Me\xe2\x80\xa6'",6,0
1066,Sultan Hasanuddin (Ayam Jantan Dari Timur),"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1067,Katak Pembina 走れ包,"b'RT @Darmaningtyas: Ada jurnalis yg minta komenku soal ketua Parpol yg dpt gelar Profesor. Jawaban saya normatif saja, aturan untuk dpt gela\xe2\x80\xa6'",14,0
1068,🇮🇩HP Sniper🇮🇩,b'Bupati Tanjab Barat Gelar Silaturahmi Bersama Parpol dan Serah Terima Bantuan https://t.co/aIwy0hBaOs',0,1
1069,mofimamu_,b'@iamnotfussed Dibayar untuk menghibur. Sekalian saja ikut kampanye Parpol!!!',0,0
1070,Ksb,b'RT @Matahari_1912: @Patiunus14 @Da_yangqu @ZahrilLabung @Alismar89937714 @JacksQuevara @Agusran16 @bewoking @SBYudhoyono @salimsegaf @Amien\xe2\x80\xa6',3,0
1071,𝐒𝐞𝐫𝐞𝐧𝐝𝐢𝐩𝐢𝐭𝐲,"b'RT @zalkad: Sialnya, Partai Politik lahir bukan dari rahim rakyat, bukan dari obrolan para petani di pematang sawah.\n\nParpol lahir dari per\xe2\x80\xa6'",11,0
1072,ⁿᵃᵐᵃᵏᵘ𝐛𝐚𝐝,b'Dari pada mendukung Ahli tata bahasa apaboleh buat 100% pilihannya sy dan kel sy meng Aminkan pasangan ini deh\n\nhttps://t.co/8SX9dQbU4S',0,0
1073,Inisial R,"b'Oh iyaa, tadi itu aku vn lo, aku cuma ngajak ketemu doang kok, dirumahku boleh, disalah satu kafeku boleh, atau dirumahmu jg boleh\n\nKaya kan? Anggota parpol kan? Boleh dong mampir bentar liat2 \xf0\x9f\x98\x81\nAbis dr rumahmu, mampiro rumahku, biar tau rumah org yg kerjaannya ga jelas hehe'",0,0
